latitude,longitude,error_m,bathymetry
41.33883290991378,-70.54800573470858,5.669698355225635,-10.971438559148899
41.33881356250521,-70.54806161178585,5.771472935206973,-11.012771039613154
41.33879635368509,-70.54810372273691,5.727888353810293,-11.044800206568084
41.33878251513568,-70.54815353764934,5.617900686332595,-11.076617361563232
41.33877885353769,-70.54818830508556,5.562202090894155,-11.09369786265691
41.338775045064764,-70.54822509832891,5.573159951232456,-11.111497085808505
41.3387536083727,-70.54828238072481,5.532042786787529,-11.15033834360183
41.33873836059288,-70.54833814971644,5.536561101387607,-11.183478859577155
41.33872951944305,-70.54839288425842,5.539840749793389,-11.210919648171581
41.33871609510404,-70.5484418818052,5.529231499096651,-11.239293414005505
41.338712842423,-70.54847420872728,5.530484975385115,-11.253963479829968
41.338689122798506,-70.54852242103748,5.5591978268746205,-11.290252479887897
41.33867675843568,-70.54855841790013,5.550909408962692,-11.313571008091184
41.338657943535345,-70.54860134533428,5.557533577940965,-11.344576190155616
41.33863566053779,-70.54863983885815,5.613139182381623,-11.376429156675055
41.33861092001206,-70.54868500961844,5.622678680788795,-11.412863443565335
41.33858006018665,-70.5487303139641,5.525638852774671,-11.45371641750789
41.33856239960479,-70.5487659733137,5.473437595756084,-11.481179660561885
41.33853307556507,-70.54881372352666,5.602675045598123,-11.521876504856277
41.338514880215904,-70.54885214015623,5.538905798501879,-11.55086440124132
41.3385018454849,-70.54888091476933,5.495124007796521,-11.5721765089403
41.338479266058066,-70.54892902418716,5.432245256879186,-11.608307799723521
41.33846769441573,-70.5489664984219,5.385273436178267,-11.632164637218649
41.3384518978563,-70.54901044728462,5.429854916021569,-11.66105753704612
41.338432962070826,-70.54905376199923,5.401354987488016,-11.691245482686082
41.338415234583046,-70.54909678538412,5.416168088067137,-11.719963623419446
41.338403071839565,-70.54913561005527,5.448513385264214,-11.74279213230152
41.33838598408924,-70.54919102208336,5.514003189056748,-11.774405869637375
41.338373085946685,-70.54923064207777,5.447060687745944,-11.796933207863635
41.338360400349075,-70.54928026829381,5.398388059102568,-11.822136762716232
41.33835184705911,-70.54932623544427,5.361508496170873,-11.842693374359586
41.338341667649416,-70.54937738149451,5.411398004173814,-11.86542571830575
41.33833310345091,-70.54942184045353,5.388943289529922,-11.884509879856239
41.3383219905773,-70.5494687907513,5.2254984038195404,-11.90551530748474
41.33832219143555,-70.54950897007572,5.249993991395337,-11.916395148782811
41.338307721780666,-70.54957095769231,5.240646205128841,-11.942134080527289
41.3382988515632,-70.54961369265307,5.261277750647747,-11.958272995238183
41.33828534916063,-70.5496734185724,5.203740256101572,-11.980241160169712
41.33828722489086,-70.5497105102959,5.20603453177454,-11.98643168803998
41.33827845536382,-70.5497565376123,5.276759826030545,-12.000794058222505
41.33826932129584,-70.54980673199974,5.160999925689154,-12.015390182158328
41.338266356864075,-70.54985424150996,5.220139721504501,-12.024822287076717
41.33825462262142,-70.54990278135271,5.177846693872307,-12.039355045736547
41.33824968172692,-70.54995085647343,5.178862191280077,-12.04879739876085
41.33823841147344,-70.55000186102762,5.138521270297535,-12.06192415176051
41.338221479618355,-70.55006137948102,5.077493240578196,-12.078677384228426
41.3382079616041,-70.55010372198186,5.076659943959515,-12.090904280971158
41.338190635877616,-70.55015623682579,4.985378884498632,-12.105718283051619
41.338175755635284,-70.55020017882981,4.994965522612166,-12.11773662655994
41.338164545432775,-70.5502455581863,4.906760346120941,-12.127089363126647
41.33816028986618,-70.55028318821643,4.915797847733662,-12.131473101608565
41.33815186310866,-70.55033228110375,5.043181341363483,-12.138569312926856
41.33814298438054,-70.55037766790122,4.905906534888325,-12.145486143763646
41.338132215266384,-70.55042820690005,4.877494922457237,-12.153537409358462
41.338122821433515,-70.55047247778482,4.885887722690168,-12.160534299489996
41.33811290802325,-70.55051538357314,4.987147480887766,-12.167822093351072
41.338098536266294,-70.55055908956088,4.876288195615211,-12.177586799856256
41.338088283573555,-70.55060669803453,4.950276521021806,-12.185610559423464
41.3380664442193,-70.55066844569203,4.906170343789809,-12.200551992159316
41.33805868960861,-70.55071414122436,4.949426049274149,-12.208199876237641
41.338044260527205,-70.55075996187196,4.926448362167476,-12.219251549020113
41.338031814189506,-70.55080831402088,4.945657658001557,-12.230389233890227
41.33802068701438,-70.55085415910958,5.067587725551715,-12.241461568273627
41.338008615992415,-70.55090131363114,5.005159599982615,-12.253922826657352
41.338001747954806,-70.55094453581209,4.97723871999419,-12.264801482715242
41.337985689035065,-70.55099683188554,4.777203366700401,-12.280210437714867
41.33797675077088,-70.5510398095577,4.72337254347924,-12.29201728972767
