timestamp,3dvha,vla1,vla2,unix_time_us,doa_brg,doa_brg_unc,3dvha_brg,vla1_brg,vla2_brg,3dvha_brg_unc,vla1_brg_unc,vla2_brg_unc,snr_p_db_3dvha,snr_p_db_vla1,snr_p_db_vla2,sigma_t_3dvha,sigma_t_vla1,sigma_t_vla2,sigma_tdoa_s_3dvha,sigma_tdoa_s_vla1,sigma_tdoa_s_vla2,p_noise_3dvha,p_noise_vla1,p_noise_vla2,p_signal_3dvha,p_signal_vla1,p_signal_vla2,var_tdoa
2023-12-01T21:00:03.145337,-0.333475,0.0,0.231739,1701464403145337,353.25092021709935,0.020739268990908465,353.25092021709935,353.25092021709935,353.25092021709935,0.020739268990908465,0.020739268990908465,0.020739268990908465,16.457746358311077,25.329046071037293,11.342514825323988,0.0011104982612008855,0.00039990137485848917,0.0020011491535405585,0.0015704817019820323,0.0005655459479365224,0.0028300522732684972,1.2148931039453315e+32,6.110617517164262e+32,2.699776163171726e+33,5.374186117392072e+33,2.0844414840864495e+35,3.677724907856379e+34,3.5984836216399958e-6
2023-12-01T21:00:12.868733,-0.331674,0.0,0.228785,1701464412868733,353.3135374170958,0.007443100053682908,353.3135374170958,353.3135374170958,353.3135374170958,0.007443100053682908,0.007443100053682908,0.007443100053682908,24.627517831061777,27.229499790146697,21.301990611032693,0.00043354013572834935,0.0003213144162683338,0.000635778255324693,0.0006131183397801041,0.0004544072052726719,0.0008991262313420852,1.810670279850913e+31,4.184159525490055e+32,3.550950542659435e+32,5.255223081027119e+33,2.2108445795324317e+35,4.792296550341219e+34,4.636093288886174e-7
2023-12-01T21:00:22.083100,-0.332,0.0,0.246761,1701464422083100,353.0357723782285,0.008748362574992518,353.0357723782285,353.0357723782285,353.0357723782285,0.008748362574992518,0.008748362574992518,0.008748362574992518,24.70259170011744,30.801169955905753,18.737904677137024,0.0004298091094669446,0.0002129838645677273,0.0008541024485980507,0.0006078418718396553,0.0003012046698383145,0.0012078832664634326,2.119247932162536e+31,2.040287949409925e+32,6.2889373680079004e+32,6.258077513518557e+33,2.4536265370325178e+35,4.702921582539957e+34,6.397259932321051e-7
2023-12-01T21:00:31.971327,-0.320641,0.0,0.261733,1701464431971327,352.9174310557224,0.02108026164931344,352.9174310557224,352.9174310557224,352.9174310557224,0.02108026164931344,0.02108026164931344,0.02108026164931344,19.074095416088994,24.231549678527358,10.658447451093028,0.000821675674498799,0.0004537615752756258,0.00216512426979283,0.0011620248827482623,0.0006417157738385701,0.0030619481065641647,7.314137682187355e+31,8.968736267509118e+32,3.577212042395616e+33,5.909798492287396e+33,2.37621767133736e+35,4.162837222566732e+34,3.7125423899370725e-6
2023-12-01T21:00:41.375928,-0.323194,0.0,0.260618,1701464441375928,352.90964248884234,0.01472766341535715,352.90964248884234,352.90964248884234,352.90964248884234,0.01472766341535715,0.01472766341535715,0.01472766341535715,14.28553573485994,25.332958084072427,20.168555867925836,0.0014260291856684503,0.00039972130497364363,0.0007243982748830366,0.002016709814712183,0.0005652912906631989,0.0010244538648992638,2.4522692550391866e+32,6.914043529185044e+32,5.4354137342547315e+32,6.57842195612914e+33,2.360629977145011e+35,5.650517108598462e+34,1.8120594804543836e-6
2023-12-01T21:00:50.785523,-0.312437,0.0,0.298365,1701464450785523,352.43708087072395,0.011633184656244109,352.43708087072395,352.43708087072395,352.43708087072395,0.011633184656244109,0.011633184656244109,0.011633184656244109,19.235846874575028,23.595841866177892,18.318483282715555,0.0008065157577188428,0.0004882172357926778,0.0008963570459178781,0.0011405855228336008,0.0006904434362423082,0.0012676402910657464,1.0574601896238029e+32,1.2584228945182718e+33,8.872602995944282e+32,8.868470257562508e+33,2.880121422168252e+35,6.024199944314237e+34,1.1281864603603114e-6
2023-12-01T21:01:00.896114,-0.319704,0.0,0.286459,1701464460896114,352.5484804177999,0.015494942309024444,352.5484804177999,352.5484804177999,352.5484804177999,0.015494942309024444,0.015494942309024444,0.015494942309024444,14.286364151223903,21.564425210199097,19.658398569919463,0.0014258931846796623,0.0006168562086771608,0.0007682194035371911,0.0020165174802693427,0.0008723664163452889,0.0010864262993604654,4.1482359517147596e+32,1.7510959587514463e+33,5.631815090971831e+32,1.1130120499438754e+34,2.5104551487541928e+35,5.205809171428663e+34,2.0025626721803386e-6
2023-12-01T21:01:10.430832,-0.321976,0.0,0.302034,1701464470430832,352.28804191662346,0.010893151573788572,352.28804191662346,352.28804191662346,352.28804191662346,0.010893151573788572,0.010893151573788572,0.010893151573788572,24.229208566037702,29.701451494202963,16.510407148155558,0.00045388389435984316,0.00024173115441801987,0.001103785903530209,0.0006418887591464074,0.0003418594770260686,0.0015609889947286622,3.759936815399397e+31,3.1197324257071376e+32,1.3396751790134092e+33,9.956378616678253e+33,2.9124769457961384e+35,5.998466335016404e+34,9.885252409383503e-7
2023-12-01T21:01:19.868275,-0.315412,0.0,0.315241,1701464479868275,352.14980646827917,0.009120963784471522,352.14980646827917,352.14980646827917,352.14980646827917,0.009120963784471522,0.009120963784471522,0.009120963784471522,23.022476926110336,27.991924657856025,19.04130442752886,0.0005215324726596611,0.0002943126762713788,0.0008247835289058722,0.0007375582960532682,0.00041622097836130616,0.0011664200526006262,5.360225079298021e+31,4.787561076246498e+32,7.652918521744536e+32,1.0750550881005632e+34,3.0151352162660424e+35,6.1370199109015045e+34,6.925892940046302e-7
2023-12-01T21:01:29.564450,-0.322077,0.0,0.290549,1701464489564450,352.4628103269216,0.011712600145382451,352.4628103269216,352.4628103269216,352.4628103269216,0.011712600145382451,0.011712600145382451,0.011712600145382451,19.673029868142635,23.358355545928397,17.944358821708928,0.0007669264345841876,0.000501750048909166,0.0009358090906456733,0.0010845977651314004,0.0007095817240887065,0.0013234339077831444,1.2908068215052918e+32,9.225333988794406e+32,5.7573470970175074e+32,1.197193192440436e+34,1.999022363356138e+35,3.586396442113467e+34,1.1437786145196309e-6
2023-12-01T21:01:40.137748,-0.33823,0.0,0.296583,1701464500137748,352.21315715452914,0.007727921100397673,352.21315715452914,352.21315715452914,352.21315715452914,0.007727921100397673,0.007727921100397673,0.007727921100397673,23.625288009287203,24.09078087113339,22.6467055487593,0.0004865649267739755,0.00046117542560409773,0.0005445903272598569,0.0006881067184188281,0.0006522005415224994,0.0007701670267480919,5.313872239794104e+31,7.539556494443832e+32,2.08968705599283e+32,1.2244467687776262e+34,1.9338549073962583e+35,3.843720566327371e+34,4.973378837951219e-7
2023-12-01T21:01:49.844693,-0.333361,0.0,0.301705,1701464509844693,352.1821768182286,0.012129858338666984,352.1821768182286,352.1821768182286,352.1821768182286,0.012129858338666984,0.012129858338666984,0.012129858338666984,21.99231956109295,24.03699671978678,16.304442435431973,0.0005872042939815108,0.000464039943027717,0.0011302722862112952,0.0008304322764323707,0.0006562515809126358,0.0015984463963344584,9.019505159314159e+31,7.891414071130568e+32,7.31893499319053e+32,1.4269694238269858e+34,1.9991919936633057e+35,3.1253030322499124e+34,1.2251049283818664e-6
2023-12-01T21:01:59.282438,-0.327147,0.0,0.328431,1701464519282438,351.833399332197,0.01081309379157157,351.833399332197,351.833399332197,351.833399332197,0.01081309379157157,0.01081309379157157,0.01081309379157157,18.415678244328834,23.91126965449244,20.831056445267663,0.0008863827356380994,0.00047080570639573696,0.0006712006656538966,0.001253534486192766,0.0006658198152274967,0.0009492210844415899,1.9061591177617957e+32,1.079123846446965e+33,5.015313752340371e+32,1.3235092326521803e+34,2.655817664155261e+35,6.073006580416203e+34,9.71895133857536e-7
2023-12-01T21:02:09.051726,-0.328605,0.0,0.346779,1701464529051726,351.5379292566462,0.010903337507755408,351.5379292566462,351.5379292566462,351.5379292566462,0.010903337507755408,0.010903337507755408,0.010903337507755408,24.48323407962603,25.557774872887478,16.82188720658306,0.0004408019395942846,0.00038950806743397496,0.0010649049369756691,0.0006233880812946031,0.0005508475916188615,0.0015060030045090573,5.488395745638316e+31,8.245350811675716e+32,1.1335370297914565e+33,1.5408800310279388e+34,2.964740085645397e+35,5.452861069284948e+34,9.866969395609247e-7
2023-12-01T21:02:18.505140,-0.330798,0.0,0.35361,1701464538505140,351.411760274842,0.007567673297689259,351.411760274842,351.411760274842,351.411760274842,0.007567673297689259,0.007567673297689259,0.007567673297689259,25.904615163179137,28.53326431855917,20.413503555341528,0.0003742608870815527,0.0002765298288577899,0.0007042551362034762,0.0005292848223765173,0.00039107223437139736,0.0009959671649898674,3.7734407302391977e+31,3.9895221176940155e+32,4.6326934351125356e+32,1.469599681577217e+34,2.8460813469996657e+35,5.095466111763717e+34,4.7501016981077744e-7
2023-12-01T21:02:28.092776,-0.343582,0.0,0.3644,1701464548092776,351.121348964979,0.017396830134028925,351.121348964979,351.121348964979,351.121348964979,0.017396830134028925,0.017396830134028925,0.017396830134028925,22.600150165779404,25.94125829099712,12.1555998438975,0.0005475171062208457,0.00037268531993277427,0.0018223223791825197,0.0007743061172487905,0.0005270566339462854,0.0025771530236559253,6.938216840372527e+31,7.29876490638723e+32,2.9264214634471046e+33,1.262591569973775e+34,2.866653516713223e+35,4.807251657064254e+34,2.5063521219781885e-6
2023-12-01T21:02:38.845676,-0.341644,0.0,0.343554,1701464558845676,351.4601412341218,0.03390379184840331,351.4601412341218,351.4601412341218,351.4601412341218,0.03390379184840331,0.03390379184840331,0.03390379184840331,20.48446446360995,24.714886101809107,6.022357845173174,0.0006985250379775103,0.0004292011685367762,0.003692217773237745,0.0009878635823649764,0.0006069821135310895,0.005221584450147808,9.725092820257625e+31,7.49803810406569e+32,5.889528862524032e+33,1.0872770007409764e+34,2.220425740556306e+35,2.356765320547279e+34,9.536415304511672e-6
2023-12-01T21:02:48.632708,-0.343571,0.0,0.369009,1701464568632708,351.05069507120777,0.009197503905874989,351.05069507120777,351.05069507120777,351.05069507120777,0.009197503905874989,0.009197503905874989,0.009197503905874989,20.387985195178114,22.685541488750886,23.25883849986338,0.0007063272165617975,0.0005421608160850219,0.0005075318200173629,0.0009988975291349324,0.0007667311790947032,0.0007177583832044553,1.1848261233439808e+32,1.3844097246134326e+33,2.8293783911586975e+32,1.2955469032834286e+34,2.5693235060541395e+35,5.992042462892818e+34,7.002833571227002e-7
2023-12-01T21:02:58.589344,-0.318655,0.0,0.366556,1701464578589344,351.33169699294166,0.021237681954362115,351.33169699294166,351.33169699294166,351.33169699294166,0.021237681954362115,0.021237681954362115,0.021237681954362115,20.79972935954611,22.697996600530992,10.499675023406581,0.0006736258317019577,0.0005413839429412059,0.002205065272514454,0.0009526507871577646,0.0007656325145584753,0.003118433214307866,8.61625159462172e+31,1.1265763472400657e+33,2.395543321145995e+33,1.0358367326668554e+34,2.0968158408553314e+35,2.6876426942710645e+34,3.7394541272399772e-6
2023-12-01T21:03:07.788170,-0.328765,0.0,0.3986,1701464587788170,350.74087497497396,0.00642859028819649,350.74087497497396,350.74087497497396,350.74087497497396,0.00642859028819649,0.00642859028819649,0.00642859028819649,23.56397291687611,29.90389700726282,24.015696886029758,0.0004900118186429871,0.00023616218071607616,0.00046517927392825977,0.0006929813596480178,0.0003339837588882807,0.0006578628381242141,5.018500700028781e+31,3.395349239382319e+32,2.0904251621609763e+32,1.1401743870347686e+34,3.3210403511307385e+35,5.269923524326781e+34,3.415172766018688e-7
2023-12-01T21:03:17.398036,-0.329284,0.0,0.388775,1701464597398036,350.8867567991577,0.008227999504493941,350.8867567991577,350.8867567991577,350.8867567991577,0.008227999504493941,0.008227999504493941,0.008227999504493941,21.506631377892337,29.236175384463078,21.466022092568664,0.0006209743075898326,0.0002550330305090186,0.0006238843565717357,0.0008781902876787832,0.0003606711705989654,0.0008823057184161607,8.85979643346488e+31,3.920463653822433e+32,3.7187944429249986e+32,1.2533918927603432e+34,3.288175358025366e+35,5.21199970631059e+34,5.599217518081432e-7
2023-12-01T21:03:26.667689,-0.331799,0.0,0.405318,1701464606667689,350.6079399515782,0.011672198789216656,350.6079399515782,350.6079399515782,350.6079399515782,0.011672198789216656,0.011672198789216656,0.011672198789216656,19.487694573427596,29.034919265346915,17.344001659135092,0.0007834665735656128,0.0002610112566096836,0.0010027787399182423,0.0011079890540024678,0.0003691256590294587,0.001418143294051781,1.2121133968748126e+32,4.350944843866947e+32,9.704546581634975e+32,1.0772405888684227e+34,3.483978805835075e+35,5.264721653102543e+34,1.1250079661357505e-6
2023-12-01T21:03:35.995062,-0.333024,0.0,0.419849,1701464615995062,350.37248267789516,0.005842692043537624,350.37248267789516,350.37248267789516,350.37248267789516,0.005842692043537624,0.005842692043537624,0.005842692043537624,24.1493019017951,28.72029509862084,25.93270086927063,0.0004580787079344884,0.00027063904098964737,0.00037305267401286214,0.0006478211213952974,0.0003827414022752073,0.0005275761510685387,4.479609856691101e+31,4.66149966893654e+32,1.575233479231553e+32,1.1645828271682833e+34,3.471803747278208e+35,6.174688033520767e+34,2.814999271725821e-7
