sensor,mean_reduction_db,median_reduction_db,std_reduction_db
3dvha,10.93172523326761,11.443942432516614,2.7268364967823895
vla1,11.795560063236568,12.382677991617705,2.911881417799755
vla2,7.454452828250206,7.9913208719232,3.1598894524218455
