global_sample,global_start,global_end,orig_rms_db,filt_rms_db,rms_diff_db
13140602,13123024,13154273,128.27102319465547,117.97260539147427,10.298417803181195
13921342,13903764,13935013,125.78972914485526,123.34840300025768,2.441326144597582
13944684,13927106,13958355,125.01246361147099,118.76489024034662,6.247573371124375
13968104,13950526,13981775,125.72041819918459,118.01844302948246,7.701975169702138
13992192,13974614,14005863,125.44644110577809,117.40612787718716,8.040313228590932
14015309,13997731,14028980,125.60796194923638,117.47312520590783,8.134836743328549
14038068,14020490,14051739,125.57417200943483,117.44487971007565,8.129292299359179
14061686,14044108,14075357,125.55177608963717,118.1588208072766,7.392955282360575
14084837,14067259,14098508,129.42772200095953,127.18222489976738,2.245497101192157
14107939,14090361,14121610,129.80917103116985,127.60752529628691,2.201645734882945
14130773,14113195,14144444,126.59658620990022,117.93383187592254,8.662754333977688
14153864,14136286,14167535,126.70147335587112,116.76614993565482,9.935323420216292
14177385,14159807,14191056,126.1556975258855,116.70271602476177,9.45298150112373
14200721,14183143,14214392,126.35953780365311,116.65962806688256,9.69990973677055
14224063,14206485,14237734,126.25093593620142,117.36825767771396,8.88267825848746
14249738,14232160,14263409,125.27451847773816,117.29885225874546,7.9756662189927
14271285,14253707,14284956,129.25722446109825,127.12763510125933,2.129589359838917
14294386,14276808,14308057,128.75141368403908,125.98117545903101,2.7702382250080717
14317843,14300265,14331514,125.66061294584179,117.99758718975333,7.663025756088459
14340897,14323319,14354568,126.10535456548442,118.37321974978694,7.732134815697478
14364236,14346658,14377907,125.88434803543012,118.8011926986951,7.083155336735018
14387338,14369760,14401009,126.75420974249265,118.99081328543305,7.763396457059599
14409626,14392048,14423297,127.71373679591348,118.15789103178177,9.555845764131703
14434022,14416444,14447693,126.58378112388674,117.4244858977108,9.159295226175942
14457533,14439955,14471204,126.68297232829437,118.335852998406,8.347119329888372
14479367,14461789,14493038,131.1861766147919,128.11658074969745,3.069595865094442
14502227,14484649,14515898,131.85166846924358,128.87226813449968,2.9794003347439
14524526,14506948,14538197,129.48874118020726,117.68932562682636,11.799415553380896
14547573,14529995,14561244,129.74489935808674,117.71226905097001,12.032630307116733
14569544,14551966,14583215,130.18577655200409,117.84388777118804,12.34188878081605
14591685,14574107,14605356,129.9487599259072,117.73536740427856,12.213392521628649
14613125,14595547,14626796,130.2547331159262,117.70390729663248,12.55082581929372
14633988,14616410,14647659,130.23802950374608,116.96981714874536,13.268212355000713
14657389,14639811,14671060,133.76695890455207,131.2544762795008,2.5124826250512626
14680701,14663123,14694372,133.67296357511887,131.66744956123136,2.005514013887506
14702669,14685091,14716340,129.50831158769435,118.29355893285525,11.214752654839103
14726225,14708647,14739896,129.04458726818663,118.10059505515542,10.943992213031208
14749702,14732124,14763373,129.2321716391345,117.09635734480231,12.135814294332178
14773232,14755654,14786903,129.00318678520756,115.99401854024954,13.009168244958019
14796827,14779249,14810498,128.92354423242975,116.45584629140595,12.4676979410238
14820254,14802676,14833925,129.15892956616256,117.30491497606292,11.854014590099638
14844038,14826460,14857709,133.07868000482668,130.8038520533924,2.2748279514342755
14867517,14849939,14881188,133.87820578894338,131.96532648049293,1.9128793084504423
14890869,14873291,14904540,129.21455780802918,117.01046524524475,12.204092562784439
14914389,14896811,14928060,128.69449018345802,117.52251494842892,11.171975235029095
14937237,14919659,14950908,129.83969164056427,117.43087331128802,12.408818329276244
14961578,14944000,14975249,129.0533274858767,117.9779244481525,11.0754030377242
14984918,14967340,14998589,128.63806352390338,116.58236058289653,12.055702941006857
15010052,14992474,15023723,128.30987422081148,115.53924398371939,12.770630237092092
15032172,15014594,15045843,129.49670832270746,120.68210868084148,8.814599641865982
15055407,15037829,15069078,132.06297959231594,128.56579284447392,3.497186747842022
15077456,15059878,15091127,130.4149342630222,118.09380095728316,12.321133305739025
15100552,15082974,15114223,130.0306804371463,117.82738014187501,12.203300295271276
15124112,15106534,15137783,130.14203196537085,118.56659648373261,11.575435481638237
15147513,15129935,15161184,130.26351474830707,118.22740486927712,12.03610987902995
15170239,15152661,15183910,131.19180262471357,119.08633858856433,12.105464036149243
15193647,15176069,15207318,132.19634771242573,118.96483450358542,13.231513208840312
15217837,15200259,15231508,131.89548384821143,121.7569997917755,10.138484056435928
15240854,15223276,15254525,134.98989468324552,131.86224220763745,3.1276524756080732
15263922,15246344,15277593,131.9275335843799,120.6888174469305,11.238716137449387
15287093,15269515,15300764,131.1962374243749,118.89913858015083,12.297098844224081
15309145,15291567,15322816,132.16411792282005,119.27991038145628,12.884207541363779
15332140,15314562,15345811,132.1912075612996,119.26896961432517,12.92223794697442
15355264,15337686,15368935,131.60366547167393,118.90530244649554,12.698363025178395
15378427,15360849,15392098,130.79431365748928,119.97973371098368,10.814579946505603
15401928,15384350,15415599,130.39444759980054,120.46492803211402,9.929519567686526
15425334,15407756,15439005,133.68749830282397,131.3703365460384,2.3171617567855662
15449875,15432297,15463546,128.89069825934135,118.75865189693327,10.132046362408076
15473304,15455726,15486975,128.81077323346224,117.18164140798717,11.62913182547507
15496778,15479200,15510449,128.67522371448177,117.02230588224957,11.652917832232205
15520035,15502457,15533706,128.80841771054156,116.47312463287622,12.335293077665341
15543416,15525838,15557087,128.55474846002463,115.50196442658866,13.05278403343597
15566376,15548798,15580047,129.1090328802127,115.94968251035327,13.159350369859439
15589652,15572074,15603323,129.53419617514882,117.30533410149057,12.228862073658249
15612837,15595259,15626508,130.51668086742518,126.28767779833615,4.229003069089032
